Project Title : exSitu_35Zr39Ti25Nb 
Material : 35Zr39Ti25Nb 
Informations :  
Date : 17/05/2019 
Type test : Tension / Compression 
Control Mod : Manual 
Section : Rectangular 
Width(mm) : 2.210000 
Total Length(mm) : 50.000000 
Gauge Length(mm) : 5.100000 
Thickness(mm) : 0.950000 
====================================================================================================
Time (s) 	Speed (µm/s) 	Traverse Speed (µm/s) 	Displacement (µm) 	Force (N) 	Real Speed (µm/s) 	Cal. Force (V) 	Stress (Mpa) 	Elongation (%) 	Speed Controller Input Voltage (V) 	
102.100000 	5.000000 	5.000000 	-427.300000 	359.038172 	4.975310 	2.757515 	171.011275 	-8.378431 	1.377600 	
102.200000 	5.000000 	5.000000 	-426.500000 	361.010151 	4.974341 	2.759159 	171.950536 	-8.362745 	1.377600 	
102.300000 	5.000000 	5.000000 	-425.800000 	363.268066 	4.975907 	2.761040 	173.025990 	-8.349020 	1.377600 	
102.400000 	5.000000 	5.000000 	-425.000000 	365.673880 	4.972626 	2.763045 	174.171888 	-8.333333 	1.377600 	
102.500000 	5.000000 	5.000000 	-424.200000 	367.616278 	4.973521 	2.764664 	175.097060 	-8.317647 	1.377600 	
102.600000 	5.000000 	5.000000 	-423.300000 	369.834754 	4.975087 	2.766512 	176.153729 	-8.300000 	1.377600 	
102.700000 	5.000000 	5.000000 	-422.600000 	371.905331 	4.976503 	2.768238 	177.139953 	-8.286275 	1.377600 	
102.800000 	5.000000 	5.000000 	-421.800000 	373.542074 	4.971583 	2.769602 	177.919540 	-8.270588 	1.377600 	
102.900000 	5.000000 	5.000000 	-421.000000 	376.007047 	4.971732 	2.771656 	179.093616 	-8.254902 	1.377600 	
103.000000 	5.000000 	5.000000 	-420.200000 	378.383281 	4.968973 	2.773636 	180.225425 	-8.239216 	1.377600 	
103.100000 	5.000000 	5.000000 	-419.500000 	380.779234 	4.969122 	2.775633 	181.366627 	-8.225490 	1.377600 	
103.200000 	5.000000 	5.000000 	-418.700000 	383.451265 	4.972477 	2.777860 	182.639326 	-8.209804 	1.377600 	
103.300000 	5.000000 	5.000000 	-417.900000 	385.571142 	4.973074 	2.779626 	183.649032 	-8.194118 	1.377600 	
103.400000 	5.000000 	5.000000 	-417.200000 	387.572700 	4.975907 	2.781294 	184.602381 	-8.180392 	1.377600 	
103.500000 	5.000000 	5.000000 	-416.500000 	389.722156 	4.970464 	2.783085 	185.626176 	-8.166667 	1.377600 	
103.600000 	5.000000 	5.000000 	-415.700000 	391.644835 	4.974714 	2.784688 	186.541955 	-8.150980 	1.377600 	
103.700000 	5.000000 	5.000000 	-414.900000 	393.892890 	4.973596 	2.786561 	187.612713 	-8.135294 	1.377600 	
103.800000 	5.000000 	5.000000 	-414.200000 	396.466322 	4.974714 	2.788705 	188.838448 	-8.121569 	1.377600 	
103.900000 	5.000000 	5.000000 	-413.300000 	398.556619 	4.975385 	2.790447 	189.834065 	-8.103922 	1.377600 	
104.000000 	5.000000 	5.000000 	-412.500000 	400.853974 	4.973596 	2.792362 	190.928304 	-8.088235 	1.377600 	
104.100000 	5.000000 	5.000000 	-411.700000 	402.875252 	4.974416 	2.794046 	191.891046 	-8.072549 	1.377600 	
104.200000 	5.000000 	5.000000 	-410.800000 	404.837370 	4.968302 	2.795681 	192.825611 	-8.054902 	1.377600 	
104.300000 	5.000000 	5.000000 	-410.000000 	407.184025 	4.971508 	2.797637 	193.943332 	-8.039216 	1.377600 	
104.400000 	5.000000 	5.000000 	-409.200000 	409.451800 	4.973745 	2.799527 	195.023482 	-8.023529 	1.377600 	
104.500000 	5.000000 	5.000000 	-408.300000 	411.897053 	4.970017 	2.801564 	196.188165 	-8.005882 	1.377600 	
104.600000 	5.000000 	5.000000 	-407.600000 	413.839451 	4.974043 	2.803183 	197.113337 	-7.992157 	1.377600 	
104.700000 	5.000000 	5.000000 	-406.800000 	415.979048 	4.973670 	2.804966 	198.132435 	-7.976471 	1.377600 	
104.800000 	5.000000 	5.000000 	-406.000000 	417.674949 	4.972477 	2.806379 	198.940200 	-7.960784 	1.377600 	
104.900000 	5.000000 	5.000000 	-405.200000 	419.686367 	4.974490 	2.808055 	199.898246 	-7.945098 	1.377600 	
105.000000 	5.000000 	5.000000 	-404.400000 	421.875263 	4.970763 	2.809880 	200.940825 	-7.929412 	1.377600 	
105.100000 	5.000000 	5.000000 	-403.600000 	424.064159 	4.972999 	2.811704 	201.983405 	-7.913725 	1.377600 	
105.200000 	5.000000 	5.000000 	-402.900000 	426.430533 	4.970912 	2.813676 	203.110518 	-7.900000 	1.377600 	
105.300000 	5.000000 	5.000000 	-402.100000 	428.323632 	4.972477 	2.815253 	204.012209 	-7.884314 	1.377600 	
105.400000 	5.000000 	5.000000 	-401.400000 	430.315330 	4.975981 	2.816913 	204.960862 	-7.870588 	1.377600 	
105.500000 	5.000000 	5.000000 	-400.600000 	432.218289 	4.972925 	2.818499 	205.867249 	-7.854902 	1.377600 	
105.600000 	5.000000 	5.000000 	-399.800000 	434.466344 	4.973596 	2.820372 	206.938006 	-7.839216 	1.377600 	
105.700000 	5.000000 	5.000000 	-399.100000 	436.872158 	4.972477 	2.822377 	208.083905 	-7.825490 	1.377600 	
105.800000 	5.000000 	5.000000 	-398.300000 	439.208952 	4.971135 	2.824324 	209.196929 	-7.809804 	1.377600 	
105.900000 	5.000000 	5.000000 	-397.500000 	441.318969 	4.974341 	2.826083 	210.201938 	-7.794118 	1.377600 	
106.000000 	5.000000 	5.000000 	-396.700000 	443.369826 	4.972179 	2.827792 	211.178769 	-7.778431 	1.377600 	
106.100000 	5.000000 	5.000000 	-396.000000 	445.460123 	4.973745 	2.829534 	212.174386 	-7.764706 	1.377600 	
106.200000 	5.000000 	5.000000 	-395.200000 	447.589860 	4.973223 	2.831308 	213.188788 	-7.749020 	1.377600 	
106.300000 	5.000000 	5.000000 	-394.400000 	449.551978 	4.971955 	2.832943 	214.123352 	-7.733333 	1.377600 	
106.400000 	5.000000 	5.000000 	-393.700000 	451.395778 	4.972477 	2.834480 	215.001561 	-7.719608 	1.377600 	
106.500000 	5.000000 	5.000000 	-392.900000 	453.466355 	4.973074 	2.836205 	215.987785 	-7.703922 	1.377600 	
106.600000 	5.000000 	5.000000 	-392.100000 	455.310155 	4.973596 	2.837742 	216.865994 	-7.688235 	1.377600 	
106.700000 	5.000000 	5.000000 	-391.300000 	457.775127 	4.969719 	2.839796 	218.040070 	-7.672549 	1.377600 	
106.800000 	5.000000 	5.000000 	-390.500000 	460.171081 	4.973596 	2.841793 	219.181272 	-7.656863 	1.377600 	
106.900000 	5.000000 	5.000000 	-389.800000 	462.172639 	4.970912 	2.843461 	220.134622 	-7.643137 	1.377600 	
107.000000 	5.000000 	5.000000 	-389.000000 	464.430554 	4.975385 	2.845342 	221.210076 	-7.627451 	1.377600 	
107.100000 	5.000000 	5.000000 	-388.100000 	466.175755 	4.981573 	2.846797 	222.041322 	-7.609804 	1.377600 	
107.200000 	5.000000 	5.000000 	-387.400000 	468.187173 	4.982840 	2.848473 	222.999368 	-7.596078 	1.377600 	
107.300000 	5.000000 	5.000000 	-386.600000 	470.238030 	4.984033 	2.850182 	223.976199 	-7.580392 	1.377600 	
107.400000 	5.000000 	5.000000 	-385.700000 	472.357906 	4.978964 	2.851948 	224.985904 	-7.562745 	1.377600 	
107.500000 	5.000000 	5.000000 	-384.900000 	474.763720 	4.973074 	2.853953 	226.131803 	-7.547059 	1.377600 	
107.600000 	5.000000 	5.000000 	-384.200000 	476.755418 	4.971583 	2.855613 	227.080456 	-7.533333 	1.377600 	
107.700000 	5.000000 	5.000000 	-383.400000 	478.934454 	4.973819 	2.857429 	228.118339 	-7.517647 	1.377600 	
107.800000 	5.000000 	5.000000 	-382.600000 	481.014891 	4.970390 	2.859163 	229.109260 	-7.501961 	1.377600 	
107.900000 	5.000000 	5.000000 	-381.800000 	482.937569 	4.974416 	2.860765 	230.025039 	-7.486275 	1.377600 	
108.000000 	5.000000 	5.000000 	-381.100000 	485.096886 	4.969719 	2.862564 	231.053530 	-7.472549 	1.377600 	
108.100000 	5.000000 	5.000000 	-380.200000 	487.512559 	4.973223 	2.864577 	232.204124 	-7.454902 	1.377600 	
108.200000 	5.000000 	5.000000 	-379.400000 	489.445097 	4.977398 	2.866188 	233.124600 	-7.439216 	1.377600 	
108.300000 	5.000000 	5.000000 	-378.600000 	491.357916 	4.973372 	2.867782 	234.035683 	-7.423529 	1.377600 	
108.400000 	5.000000 	5.000000 	-377.800000 	493.556672 	4.979784 	2.869614 	235.082959 	-7.407843 	1.377600 	
108.500000 	5.000000 	5.000000 	-377.000000 	495.410331 	4.973297 	2.871159 	235.965864 	-7.392157 	1.377600 	
108.600000 	5.000000 	5.000000 	-376.200000 	497.540068 	4.974043 	2.872934 	236.980266 	-7.376471 	1.377600 	
108.700000 	5.000000 	5.000000 	-375.400000 	499.778263 	4.973745 	2.874799 	238.046327 	-7.360784 	1.377600 	
108.800000 	5.000000 	5.000000 	-374.500000 	501.858700 	4.972179 	2.876532 	239.037247 	-7.343137 	1.377600 	
108.900000 	5.000000 	5.000000 	-373.800000 	503.781379 	4.972925 	2.878135 	239.953026 	-7.329412 	1.377600 	
109.000000 	5.000000 	5.000000 	-372.900000 	505.911115 	4.973670 	2.879909 	240.967428 	-7.311765 	1.377600 	
109.100000 	5.000000 	5.000000 	-372.100000 	508.100011 	4.974789 	2.881733 	242.010007 	-7.296078 	1.377600 	
109.200000 	5.000000 	5.000000 	-371.300000 	510.111428 	4.966886 	2.883410 	242.968054 	-7.280392 	1.377600 	
109.300000 	5.000000 	5.000000 	-370.500000 	512.221445 	4.971434 	2.885168 	243.973063 	-7.264706 	1.377600 	
109.400000 	5.000000 	5.000000 	-369.700000 	514.144124 	4.964873 	2.886770 	244.888842 	-7.249020 	1.377600 	
109.500000 	5.000000 	5.000000 	-368.900000 	516.175261 	4.969048 	2.888463 	245.856281 	-7.233333 	1.377600 	
109.600000 	5.000000 	5.000000 	-368.100000 	518.216258 	4.970315 	2.890164 	246.828416 	-7.217647 	1.377600 	
109.700000 	5.000000 	5.000000 	-367.200000 	520.355855 	4.970315 	2.891947 	247.847514 	-7.200000 	1.377600 	
109.800000 	5.000000 	5.000000 	-366.500000 	522.623630 	4.976131 	2.893837 	248.927663 	-7.186275 	1.377600 	
109.900000 	5.000000 	5.000000 	-365.700000 	524.704066 	4.971434 	2.895570 	249.918584 	-7.170588 	1.377600 	
110.000000 	5.000000 	5.000000 	-364.900000 	526.508426 	4.978964 	2.897074 	250.778007 	-7.154902 	1.377600 	
110.100000 	5.000000 	5.000000 	-364.100000 	528.342366 	4.972701 	2.898602 	251.651520 	-7.139216 	1.377600 	
110.200000 	5.000000 	5.000000 	-363.300000 	530.472102 	4.975310 	2.900377 	252.665922 	-7.123529 	1.377600 	
110.300000 	5.000000 	5.000000 	-362.600000 	532.532819 	4.976876 	2.902094 	253.647449 	-7.109804 	1.377600 	
110.400000 	5.000000 	5.000000 	-361.800000 	534.771015 	4.975758 	2.903959 	254.713510 	-7.094118 	1.377600 	
110.500000 	5.000000 	5.000000 	-361.000000 	536.969770 	4.979933 	2.905792 	255.760786 	-7.078431 	1.377600 	
110.600000 	5.000000 	5.000000 	-360.200000 	538.941748 	4.977622 	2.907435 	256.700047 	-7.062745 	1.377600 	
110.700000 	5.000000 	5.000000 	-359.500000 	540.637649 	4.977920 	2.908848 	257.507811 	-7.049020 	1.377600 	
110.800000 	5.000000 	5.000000 	-358.700000 	542.727946 	4.973297 	2.910590 	258.503427 	-7.033333 	1.377600 	
110.900000 	5.000000 	5.000000 	-357.900000 	544.690064 	4.969793 	2.912225 	259.437992 	-7.017647 	1.377600 	
111.000000 	5.000000 	5.000000 	-357.200000 	546.573303 	4.967631 	2.913795 	260.334986 	-7.003922 	1.377600 	
111.100000 	5.000000 	5.000000 	-356.400000 	549.008696 	4.968526 	2.915824 	261.494973 	-6.988235 	1.377600 	
111.200000 	5.000000 	5.000000 	-355.700000 	551.089133 	4.972403 	2.917558 	262.485893 	-6.974510 	1.377600 	
111.300000 	5.000000 	5.000000 	-355.000000 	553.110410 	4.975385 	2.919242 	263.448636 	-6.960784 	1.377600 	
111.400000 	5.000000 	5.000000 	-354.200000 	555.210567 	4.975460 	2.920992 	264.448948 	-6.945098 	1.377600 	
111.500000 	5.000000 	5.000000 	-353.400000 	556.886748 	4.975012 	2.922389 	265.247320 	-6.929412 	1.377600 	
111.600000 	5.000000 	5.000000 	-352.700000 	558.760127 	4.975161 	2.923950 	266.139618 	-6.915686 	1.377600 	
111.700000 	5.000000 	5.000000 	-351.900000 	560.603927 	4.972850 	2.925487 	267.017827 	-6.900000 	1.377600 	
111.800000 	5.000000 	5.000000 	-351.100000 	562.664644 	4.972179 	2.927204 	267.999354 	-6.884314 	1.377600 	
111.900000 	5.000000 	5.000000 	-350.300000 	564.725361 	4.971434 	2.928921 	268.980882 	-6.868627 	1.377600 	
112.000000 	5.000000 	5.000000 	-349.500000 	566.825518 	4.967929 	2.930671 	269.981194 	-6.852941 	1.377600 	
112.100000 	5.000000 	5.000000 	-348.700000 	568.777776 	4.973894 	2.932298 	270.911063 	-6.837255 	1.377600 	
112.200000 	5.000000 	5.000000 	-347.900000 	570.739894 	4.975161 	2.933933 	271.845627 	-6.821569 	1.377600 	
112.300000 	5.000000 	5.000000 	-347.100000 	572.830191 	4.975012 	2.935675 	272.841243 	-6.805882 	1.377600 	
112.400000 	5.000000 	5.000000 	-346.200000 	574.792309 	4.974490 	2.937310 	273.775808 	-6.788235 	1.377600 	
112.500000 	5.000000 	5.000000 	-345.400000 	577.069943 	4.968079 	2.939208 	274.860654 	-6.772549 	1.377600 	
112.600000 	5.000000 	5.000000 	-344.600000 	579.081361 	4.969495 	2.940885 	275.818700 	-6.756863 	1.377600 	
112.700000 	5.000000 	5.000000 	-343.800000 	581.388575 	4.969271 	2.942807 	276.917635 	-6.741176 	1.377600 	
112.800000 	5.000000 	5.000000 	-342.900000 	583.626770 	4.970986 	2.944672 	277.983696 	-6.723529 	1.377600 	
112.900000 	5.000000 	5.000000 	-342.100000 	585.510009 	4.972626 	2.946242 	278.880690 	-6.707843 	1.377600 	
113.000000 	5.000000 	5.000000 	-341.300000 	587.403108 	4.970539 	2.947819 	279.782380 	-6.692157 	1.377600 	
113.100000 	5.000000 	5.000000 	-340.400000 	589.325786 	4.964947 	2.949422 	280.698160 	-6.674510 	1.377600 	
113.200000 	5.000000 	5.000000 	-339.600000 	591.189305 	4.966886 	2.950975 	281.585761 	-6.658824 	1.377600 	
113.300000 	5.000000 	5.000000 	-338.800000 	593.427500 	4.967184 	2.952840 	282.651822 	-6.643137 	1.377600 	
113.400000 	5.000000 	5.000000 	-338.000000 	595.626256 	4.968079 	2.954672 	283.699098 	-6.627451 	1.377600 	
113.500000 	5.000000 	5.000000 	-337.200000 	597.568654 	4.970763 	2.956291 	284.624270 	-6.611765 	1.377600 	
113.600000 	5.000000 	5.000000 	-336.300000 	599.777269 	4.969644 	2.958131 	285.676242 	-6.594118 	1.377600 	
113.700000 	5.000000 	5.000000 	-335.500000 	601.699948 	4.966364 	2.959733 	286.592021 	-6.578431 	1.377600 	
113.800000 	5.000000 	5.000000 	-334.700000 	603.622626 	4.967035 	2.961336 	287.507800 	-6.562745 	1.377600 	
113.900000 	5.000000 	5.000000 	-333.900000 	605.979140 	4.969346 	2.963299 	288.630217 	-6.547059 	1.377600 	
114.000000 	5.000000 	5.000000 	-333.100000 	607.744060 	4.969197 	2.964770 	289.470855 	-6.531373 	1.377600 	
114.100000 	5.000000 	5.000000 	-332.300000 	609.942816 	4.974341 	2.966603 	290.518131 	-6.515686 	1.377600 	
114.200000 	5.000000 	5.000000 	-331.600000 	612.023252 	4.971359 	2.968336 	291.509051 	-6.501961 	1.377600 	
114.300000 	5.000000 	5.000000 	-330.800000 	613.600835 	4.975460 	2.969651 	292.260459 	-6.486275 	1.377600 	
114.400000 	5.000000 	5.000000 	-330.000000 	615.612252 	4.978144 	2.971327 	293.218505 	-6.470588 	1.377600 	
114.500000 	5.000000 	5.000000 	-329.300000 	617.554650 	4.975534 	2.972946 	294.143677 	-6.456863 	1.377600 	
114.600000 	5.000000 	5.000000 	-328.500000 	619.516768 	4.976503 	2.974581 	295.078242 	-6.441176 	1.377600 	
114.700000 	5.000000 	5.000000 	-327.600000 	621.656364 	4.974341 	2.976364 	296.097339 	-6.423529 	1.377600 	
114.800000 	5.000000 	5.000000 	-326.800000 	623.707221 	4.971284 	2.978073 	297.074171 	-6.407843 	1.377600 	
114.900000 	5.000000 	5.000000 	-326.000000 	625.807378 	4.972254 	2.979823 	298.074483 	-6.392157 	1.377600 	
115.000000 	5.000000 	5.000000 	-325.200000 	627.779356 	4.973297 	2.981466 	299.013744 	-6.376471 	1.377600 	
115.100000 	5.000000 	5.000000 	-324.400000 	629.849932 	4.972477 	2.983192 	299.999968 	-6.360784 	1.377600 	
115.200000 	5.000000 	5.000000 	-323.600000 	631.664152 	4.970539 	2.984704 	300.864088 	-6.345098 	1.377600 	
115.300000 	5.000000 	5.000000 	-322.800000 	633.645990 	4.968973 	2.986355 	301.808045 	-6.329412 	1.377600 	
115.400000 	5.000000 	5.000000 	-321.900000 	635.627827 	4.971061 	2.988007 	302.752002 	-6.311765 	1.377600 	
115.500000 	5.000000 	5.000000 	-321.100000 	637.698404 	4.969719 	2.989732 	303.738225 	-6.296078 	1.377600 	
115.600000 	5.000000 	5.000000 	-320.300000 	639.956319 	4.968824 	2.991614 	304.813679 	-6.280392 	1.377600 	
115.700000 	5.000000 	5.000000 	-319.500000 	641.819838 	4.974043 	2.993167 	305.701280 	-6.264706 	1.377600 	
115.800000 	5.000000 	5.000000 	-318.700000 	643.860835 	4.971359 	2.994868 	306.673415 	-6.249020 	1.377600 	
115.900000 	5.000000 	5.000000 	-317.900000 	645.773653 	4.972403 	2.996462 	307.584498 	-6.233333 	1.377600 	
116.000000 	5.000000 	5.000000 	-317.100000 	647.755491 	4.973596 	2.998113 	308.528455 	-6.217647 	1.377600 	
116.100000 	5.000000 	5.000000 	-316.300000 	649.520411 	4.970763 	2.999584 	309.369093 	-6.201961 	1.377600 	
116.200000 	5.000000 	5.000000 	-315.500000 	651.768466 	4.970763 	3.001457 	310.439850 	-6.186275 	1.377600 	
116.300000 	5.000000 	5.000000 	-314.700000 	653.730584 	4.970837 	3.003092 	311.374415 	-6.170588 	1.377600 	
116.400000 	5.000000 	5.000000 	-313.900000 	655.495504 	4.974789 	3.004563 	312.215053 	-6.154902 	1.377600 	
116.500000 	5.000000 	5.000000 	-313.100000 	657.950616 	4.972179 	3.006609 	313.384433 	-6.139216 	1.377600 	
116.600000 	5.000000 	5.000000 	-312.200000 	659.804275 	4.974863 	3.008154 	314.267338 	-6.121569 	1.377600 	
116.700000 	5.000000 	5.000000 	-311.400000 	661.628355 	4.975609 	3.009674 	315.136154 	-6.105882 	1.377600 	
116.800000 	5.000000 	5.000000 	-310.600000 	663.659492 	4.974789 	3.011366 	316.103592 	-6.090196 	1.377600 	
116.900000 	5.000000 	5.000000 	-309.800000 	665.394833 	4.977323 	3.012813 	316.930142 	-6.074510 	1.377600 	
117.000000 	5.000000 	5.000000 	-309.000000 	667.504849 	4.975161 	3.014571 	317.935151 	-6.058824 	1.377600 	
117.100000 	5.000000 	5.000000 	-308.200000 	669.575425 	4.976131 	3.016296 	318.921374 	-6.043137 	1.377600 	
117.200000 	5.000000 	5.000000 	-307.400000 	671.705161 	4.979038 	3.018071 	319.935776 	-6.027451 	1.377600 	
117.300000 	5.000000 	5.000000 	-306.600000 	673.775738 	4.976802 	3.019797 	320.922000 	-6.011765 	1.377600 	
117.400000 	5.000000 	5.000000 	-305.800000 	675.698416 	4.977622 	3.021399 	321.837779 	-5.996078 	1.377600 	
117.500000 	5.000000 	5.000000 	-305.100000 	677.591515 	4.977920 	3.022976 	322.739469 	-5.982353 	1.377600 	
117.600000 	5.000000 	5.000000 	-304.300000 	679.464894 	4.975758 	3.024538 	323.631767 	-5.966667 	1.377600 	
117.700000 	5.000000 	5.000000 	-303.500000 	681.338273 	4.975832 	3.026099 	324.524064 	-5.950980 	1.377600 	
117.800000 	5.000000 	5.000000 	-302.700000 	683.231371 	4.975161 	3.027676 	325.425754 	-5.935294 	1.377600 	
117.900000 	5.000000 	5.000000 	-301.900000 	685.252649 	4.974043 	3.029361 	326.388497 	-5.919608 	1.377600 	
118.000000 	5.000000 	5.000000 	-301.100000 	687.224626 	4.973074 	3.031004 	327.327757 	-5.903922 	1.377600 	
118.100000 	5.000000 	5.000000 	-300.300000 	689.186744 	4.972626 	3.032639 	328.262322 	-5.888235 	1.377600 	
118.200000 	5.000000 	5.000000 	-299.500000 	691.079843 	4.975087 	3.034217 	329.164012 	-5.872549 	1.377600 	
118.300000 	5.000000 	5.000000 	-298.700000 	693.022241 	4.973968 	3.035835 	330.089184 	-5.856863 	1.377600 	
118.400000 	5.000000 	5.000000 	-297.900000 	694.954779 	4.969942 	3.037446 	331.009659 	-5.841176 	1.377600 	
118.500000 	5.000000 	5.000000 	-297.100000 	696.532361 	4.973074 	3.038760 	331.761067 	-5.825490 	1.377600 	
118.600000 	5.000000 	5.000000 	-296.200000 	698.346581 	4.963903 	3.040272 	332.625187 	-5.807843 	1.377600 	
118.700000 	5.000000 	5.000000 	-295.300000 	700.318558 	4.963754 	3.041916 	333.564448 	-5.790196 	1.377600 	
118.800000 	5.000000 	5.000000 	-294.500000 	702.152498 	4.966215 	3.043444 	334.437960 	-5.774510 	1.377600 	
118.900000 	5.000000 	5.000000 	-293.700000 	704.242794 	4.965544 	3.045186 	335.433577 	-5.758824 	1.377600 	
119.000000 	5.000000 	5.000000 	-292.900000 	706.283791 	4.973596 	3.046887 	336.405711 	-5.743137 	1.377600 	
119.100000 	5.000000 	5.000000 	-292.000000 	708.098010 	4.975832 	3.048398 	337.269831 	-5.725490 	1.377600 	
119.200000 	5.000000 	5.000000 	-291.200000 	710.030548 	4.978367 	3.050009 	338.190306 	-5.709804 	1.377600 	
119.300000 	5.000000 	5.000000 	-290.400000 	711.894067 	4.978144 	3.051562 	339.077908 	-5.694118 	1.377600 	
119.400000 	5.000000 	5.000000 	-289.500000 	713.826605 	4.979933 	3.053172 	339.998383 	-5.676471 	1.377600 	
119.500000 	5.000000 	5.000000 	-288.700000 	715.828163 	4.976802 	3.054840 	340.951733 	-5.660784 	1.377600 	
119.600000 	5.000000 	5.000000 	-287.800000 	717.908599 	4.973148 	3.056574 	341.942653 	-5.643137 	1.377600 	
119.700000 	5.000000 	5.000000 	-287.000000 	719.663659 	4.972477 	3.058037 	342.778595 	-5.627451 	1.377600 	
119.800000 	5.000000 	5.000000 	-286.100000 	721.379280 	4.968600 	3.059466 	343.595751 	-5.609804 	1.377600 	
119.900000 	5.000000 	5.000000 	-285.300000 	723.203359 	4.968228 	3.060986 	344.464567 	-5.594118 	1.377600 	
120.000000 	5.000000 	5.000000 	-284.500000 	724.879540 	4.968377 	3.062383 	345.262939 	-5.578431 	1.377600 	
120.100000 	5.000000 	5.000000 	-283.700000 	727.117735 	4.971583 	3.064248 	346.329000 	-5.562745 	1.377600 	
120.200000 	5.000000 	5.000000 	-282.900000 	729.030553 	4.969346 	3.065842 	347.240082 	-5.547059 	1.377600 	
120.300000 	5.000000 	5.000000 	-282.100000 	730.963091 	4.975683 	3.067453 	348.160558 	-5.531373 	1.377600 	
120.400000 	5.000000 	5.000000 	-281.300000 	732.964649 	4.977473 	3.069121 	349.113907 	-5.515686 	1.377600 	
120.500000 	5.000000 	5.000000 	-280.500000 	734.630970 	4.976354 	3.070509 	349.907583 	-5.500000 	1.377600 	
120.600000 	5.000000 	5.000000 	-279.600000 	736.593087 	4.977920 	3.072144 	350.842147 	-5.482353 	1.377600 	
120.700000 	5.000000 	5.000000 	-278.800000 	738.279128 	4.974938 	3.073549 	351.645215 	-5.466667 	1.377600 	
120.800000 	5.000000 	5.000000 	-278.000000 	740.270826 	4.974565 	3.075209 	352.593868 	-5.450980 	1.377600 	
120.900000 	5.000000 	5.000000 	-277.200000 	742.459721 	4.974639 	3.077033 	353.636447 	-5.435294 	1.377600 	
121.000000 	5.000000 	5.000000 	-276.400000 	744.372539 	4.975310 	3.078627 	354.547530 	-5.419608 	1.377600 	
121.100000 	5.000000 	5.000000 	-275.500000 	746.393816 	4.978740 	3.080312 	355.510272 	-5.401961 	1.377600 	
121.200000 	5.000000 	5.000000 	-274.700000 	748.277055 	4.976951 	3.081881 	356.407266 	-5.386275 	1.377600 	
121.300000 	5.000000 	5.000000 	-273.900000 	749.933516 	4.975981 	3.083261 	357.196245 	-5.370588 	1.377600 	
121.400000 	5.000000 	5.000000 	-273.100000 	751.609697 	4.976578 	3.084658 	357.994616 	-5.354902 	1.377600 	
121.500000 	5.000000 	5.000000 	-272.300000 	753.532375 	4.971583 	3.086260 	358.910395 	-5.339216 	1.377600 	
121.600000 	5.000000 	5.000000 	-271.400000 	755.336734 	4.975534 	3.087764 	359.769819 	-5.321569 	1.377600 	
121.700000 	5.000000 	5.000000 	-270.500000 	757.407311 	4.974341 	3.089490 	360.756042 	-5.303922 	1.377600 	
121.800000 	5.000000 	5.000000 	-269.600000 	759.438448 	4.977771 	3.091182 	361.723481 	-5.286275 	1.377600 	
121.900000 	5.000000 	5.000000 	-268.800000 	761.331546 	4.980902 	3.092760 	362.625171 	-5.270588 	1.377600 	
122.000000 	5.000000 	5.000000 	-268.000000 	762.988007 	4.976354 	3.094140 	363.414150 	-5.254902 	1.377600 	
122.100000 	5.000000 	5.000000 	-267.200000 	764.743067 	4.980306 	3.095603 	364.250092 	-5.239216 	1.377600 	
122.200000 	5.000000 	5.000000 	-266.300000 	766.675605 	4.974714 	3.097213 	365.170567 	-5.221569 	1.377600 	
122.300000 	5.000000 	5.000000 	-265.500000 	768.647583 	4.970241 	3.098856 	366.109828 	-5.205882 	1.377600 	
122.400000 	5.000000 	5.000000 	-264.700000 	770.767459 	4.975087 	3.100623 	367.119533 	-5.190196 	1.377600 	
122.500000 	5.000000 	5.000000 	-263.900000 	772.591538 	4.973894 	3.102143 	367.988349 	-5.174510 	1.377600 	
122.600000 	5.000000 	5.000000 	-263.100000 	774.622675 	4.976802 	3.103836 	368.955787 	-5.158824 	1.377600 	
122.700000 	5.000000 	5.000000 	-262.300000 	776.358015 	4.974714 	3.105282 	369.782336 	-5.143137 	1.377600 	
122.800000 	5.000000 	5.000000 	-261.500000 	778.142655 	4.974341 	3.106769 	370.632367 	-5.127451 	1.377600 	
122.900000 	5.000000 	5.000000 	-260.700000 	779.828695 	4.972254 	3.108174 	371.435435 	-5.111765 	1.377600 	
123.000000 	5.000000 	5.000000 	-260.000000 	781.475297 	4.974565 	3.109546 	372.219717 	-5.098039 	1.377600 	
123.100000 	5.000000 	5.000000 	-259.100000 	783.092318 	4.977100 	3.110894 	372.989911 	-5.080392 	1.377600 	
123.200000 	5.000000 	5.000000 	-258.300000 	784.837518 	4.975907 	3.112348 	373.821157 	-5.064706 	1.377600 	
123.300000 	5.000000 	5.000000 	-257.500000 	786.878515 	4.976205 	3.114049 	374.793291 	-5.049020 	1.377600 	
123.400000 	5.000000 	5.000000 	-256.700000 	788.919512 	4.971434 	3.115750 	375.765426 	-5.033333 	1.377600 	
123.500000 	5.000000 	5.000000 	-255.900000 	790.704151 	4.972179 	3.117237 	376.615457 	-5.017647 	1.377600 	
123.600000 	5.000000 	5.000000 	-255.100000 	792.646549 	4.972776 	3.118856 	377.540628 	-5.001961 	1.377600 	
123.700000 	5.000000 	5.000000 	-254.300000 	794.332590 	4.972999 	3.120261 	378.343696 	-4.986275 	1.377600 	
